ID,total_read_counts_virema,total_read_counts_ditector,sample,start,end,DVG_type
9763_19962,0,1,P1,9763,19962,5cb/sb
17882_19963,0,1,P1,17882,19963,5cb/sb
19963_27650,0,1,P1,19963,27650,5cb/sb
19967_27302,0,2,P1,19967,27302,5cb/sb
19968_20212,1,0,P1,19968,20212,5cb/sb
19987_20146,1,1,P1,19987,20146,5cb/sb
19990_20143,2,3,P1,19990,20143,5cb/sb
19997_20127,1,1,P1,19997,20127,5cb/sb
20000_25390,0,3,P1,20000,25390,5cb/sb
20001_20132,4,1,P1,20001,20132,5cb/sb
15497_20027,0,1,P1,15497,20027,5cb/sb
20033_26603,3,3,P1,20033,26603,5cb/sb
929_20057,2,2,P1,929,20057,5cb/sb
20105_20139,0,1,P1,20105,20139,5cb/sb
20106_20129,0,1,P1,20106,20129,5cb/sb
20108_20127,0,1,P1,20108,20127,5cb/sb
20005_20128,0,2,P1,20005,20128,5cb/sb
2400_20129,0,1,P1,2400,20129,5cb/sb
19994_20130,0,1,P1,19994,20130,5cb/sb
20105_20130,1,0,P1,20105,20130,5cb/sb
13130_20131,0,1,P1,13130,20131,5cb/sb
20146_20499,0,1,P1,20146,20499,5cb/sb
15957_20147,0,1,P1,15957,20147,5cb/sb
20147_28125,0,1,P1,20147,28125,5cb/sb
20164_20183,2,0,P1,20164,20183,5cb/sb
20171_20176,0,1,P1,20171,20176,5cb/sb
8655_20203,0,1,P1,8655,20203,5cb/sb
12855_20206,0,1,P1,12855,20206,5cb/sb
2986_20206,0,1,P1,2986,20206,5cb/sb
19964_20216,0,1,P1,19964,20216,5cb/sb
20217_20252,1,1,P1,20217,20252,5cb/sb
20219_20250,0,3,P1,20219,20250,5cb/sb
20210_20259,1,0,P1,20210,20259,5cb/sb
20278_20344,0,1,P1,20278,20344,5cb/sb
20294_27409,0,1,P1,20294,27409,5cb/sb
20370_29895,0,1,P1,20370,29895,5cb/sb
20373_20548,0,1,P1,20373,20548,5cb/sb
20381_20410,0,1,P1,20381,20410,5cb/sb
20383_20423,0,1,P1,20383,20423,5cb/sb
20421_20435,1,0,P1,20421,20435,5cb/sb
20379_20427,1,0,P1,20379,20427,5cb/sb
20431_20844,0,1,P1,20431,20844,5cb/sb
20439_27856,0,1,P1,20439,27856,5cb/sb
20447_27848,1,0,P1,20447,27848,5cb/sb
20455_20486,1,1,P1,20455,20486,5cb/sb
20457_20484,0,1,P1,20457,20484,5cb/sb
20459_20482,1,4,P1,20459,20482,5cb/sb
20460_27518,0,1,P1,20460,27518,5cb/sb
20480_20494,0,1,P1,20480,20494,5cb/sb
20460_20481,1,0,P1,20460,20481,5cb/sb
20611_28703,0,1,P1,20611,28703,5cb/sb
2061_30170,0,2,P1,2061,30170,5cb/sb
20630_30335,0,5,P1,20630,30335,5cb/sb
20632_20703,1,3,P1,20632,20703,5cb/sb
18779_20652,0,1,P1,18779,20652,5cb/sb
20695_27666,1,1,P1,20695,27666,5cb/sb
20625_20710,2,0,P1,20625,20710,5cb/sb
20726_20762,0,4,P1,20726,20762,5cb/sb
20730_20760,0,1,P1,20730,20760,5cb/sb
19235_20749,0,2,P1,19235,20749,5cb/sb
20764_20787,0,1,P1,20764,20787,5cb/sb
20719_20769,4,0,P1,20719,20769,5cb/sb
20780_20807,0,1,P1,20780,20807,5cb/sb
20766_20785,2,1,P1,20766,20785,5cb/sb
20775_20812,1,0,P1,20775,20812,5cb/sb
7723_20834,0,1,P1,7723,20834,5cb/sb
20840_21107,1,1,P1,20840,21107,5cb/sb
20868_30695,0,2,P1,20868,30695,5cb/sb
20875_21102,0,1,P1,20875,21102,5cb/sb
5674_20915,0,1,P1,5674,20915,5cb/sb
20950_20963,1,0,P1,20950,20963,5cb/sb
20947_20966,0,1,P1,20947,20966,5cb/sb
20961_20969,0,1,P1,20961,20969,5cb/sb
20958_20972,0,1,P1,20958,20972,5cb/sb
20956_20974,0,2,P1,20956,20974,5cb/sb
20983_28046,0,1,P1,20983,28046,5cb/sb
20988_21016,0,1,P1,20988,21016,5cb/sb
21019_21052,1,3,P1,21019,21052,5cb/sb
21020_21051,0,2,P1,21020,21051,5cb/sb
10963_21042,0,1,P1,10963,21042,5cb/sb
21054_21138,0,1,P1,21054,21138,5cb/sb
21060_21132,2,9,P1,21060,21132,5cb/sb
21082_21107,1,4,P1,21082,21107,5cb/sb
20871_21106,0,1,P1,20871,21106,5cb/sb
21077_21112,1,0,P1,21077,21112,5cb/sb
21114_21712,0,1,P1,21114,21712,5cb/sb
21121_21159,0,1,P1,21121,21159,5cb/sb
21065_21127,0,1,P1,21065,21127,5cb/sb
21057_21135,0,1,P1,21057,21135,5cb/sb
21056_21136,10,2,P1,21056,21136,5cb/sb
5622_21144,0,1,P1,5622,21144,5cb/sb
20990_21149,0,2,P1,20990,21149,5cb/sb
21149_30744,0,1,P1,21149,30744,5cb/sb
21156_21181,0,1,P1,21156,21181,5cb/sb
13816_21167,0,1,P1,13816,21167,5cb/sb
21219_21266,0,2,P1,21219,21266,5cb/sb
21209_21225,0,1,P1,21209,21225,5cb/sb
17584_21262,0,1,P1,17584,21262,5cb/sb
21209_21276,2,1,P1,21209,21276,5cb/sb
21299_21322,0,1,P1,21299,21322,5cb/sb
18349_21308,0,1,P1,18349,21308,5cb/sb
21295_21326,1,0,P1,21295,21326,5cb/sb
5818_21328,0,1,P1,5818,21328,5cb/sb
5711_21340,0,1,P1,5711,21340,5cb/sb
21432_21456,0,1,P1,21432,21456,5cb/sb
21442_29740,0,2,P1,21442,29740,5cb/sb
15624_21444,0,2,P1,15624,21444,5cb/sb
11051_21446,0,4,P1,11051,21446,5cb/sb
21441_21446,0,1,P1,21441,21446,5cb/sb
11050_21447,0,8,P1,11050,21447,5cb/sb
11049_21448,0,28,P1,11049,21448,5cb/sb
21439_21448,0,3,P1,21439,21448,5cb/sb
15620_21449,2,0,P1,15620,21449,5cb/sb
18123_21449,0,1,P1,18123,21449,5cb/sb
319_21449,0,1,P1,319,21449,5cb/sb
18122_21450,0,7,P1,18122,21450,5cb/sb
21436_21452,0,1,P1,21436,21452,5cb/sb
21427_21461,1,0,P1,21427,21461,5cb/sb
21463_25970,0,1,P1,21463,25970,5cb/sb
2148_2170,0,1,P1,2148,2170,5cb/sb
21461_21491,0,1,P1,21461,21491,5cb/sb
21467_21513,1,1,P1,21467,21513,5cb/sb
21550_21617,0,1,P1,21550,21617,5cb/sb
11583_21591,0,1,P1,11583,21591,5cb/sb
19806_21599,0,1,P1,19806,21599,5cb/sb
21601_21716,2,0,P1,21601,21716,5cb/sb
21546_21621,1,0,P1,21546,21621,5cb/sb
21655_21677,0,2,P1,21655,21677,5cb/sb
21654_21678,0,1,P1,21654,21678,5cb/sb
21597_21720,2,4,P1,21597,21720,5cb/sb
21723_21787,1,1,P1,21723,21787,5cb/sb
21727_30749,1,1,P1,21727,30749,5cb/sb
21736_21767,0,1,P1,21736,21767,5cb/sb
21799_21982,1,1,P1,21799,21982,5cb/sb
21806_24259,0,1,P1,21806,24259,5cb/sb
21808_24257,0,2,P1,21808,24257,5cb/sb
21811_21964,2,2,P1,21811,21964,5cb/sb
9166_22005,0,1,P1,9166,22005,5cb/sb
22058_22112,1,2,P1,22058,22112,5cb/sb
22065_22101,0,1,P1,22065,22101,5cb/sb
17389_22103,0,1,P1,17389,22103,5cb/sb
22108_22160,1,1,P1,22108,22160,5cb/sb
22053_22117,1,0,P1,22053,22117,5cb/sb
22132_27410,0,1,P1,22132,27410,5cb/sb
9174_22168,0,3,P1,9174,22168,5cb/sb
22225_22259,0,2,P1,22225,22259,5cb/sb
22181_22228,0,1,P1,22181,22228,5cb/sb
7819_22229,0,1,P1,7819,22229,5cb/sb
22217_22267,1,0,P1,22217,22267,5cb/sb
11718_22289,0,1,P1,11718,22289,5cb/sb
22299_27620,0,2,P1,22299,27620,5cb/sb
169_222,1,0,P1,169,222,5cb/sb
22303_27616,0,3,P1,22303,27616,5cb/sb
22397_22417,1,1,P1,22397,22417,5cb/sb
22443_22507,0,1,P1,22443,22507,5cb/sb
22427_22445,0,1,P1,22427,22445,5cb/sb
22447_22503,1,0,P1,22447,22503,5cb/sb
19607_22487,0,1,P1,19607,22487,5cb/sb
22528_22551,0,2,P1,22528,22551,5cb/sb
22545_22618,1,0,P1,22545,22618,5cb/sb
22552_24327,0,1,P1,22552,24327,5cb/sb
22525_22554,1,0,P1,22525,22554,5cb/sb
9457_22565,0,1,P1,9457,22565,5cb/sb
22551_22612,0,2,P1,22551,22612,5cb/sb
22539_22624,0,1,P1,22539,22624,5cb/sb
22676_22732,0,1,P1,22676,22732,5cb/sb
22674_22734,1,0,P1,22674,22734,5cb/sb
22748_22808,1,1,P1,22748,22808,5cb/sb
22787_22851,0,1,P1,22787,22851,5cb/sb
22797_22841,1,1,P1,22797,22841,5cb/sb
22797_23036,2,0,P1,22797,23036,5cb/sb
22801_30016,0,1,P1,22801,30016,5cb/sb
22792_22846,1,0,P1,22792,22846,5cb/sb
22862_22898,3,0,P1,22862,22898,5cb/sb
22896_28386,0,1,P1,22896,28386,5cb/sb
22856_22904,0,3,P1,22856,22904,5cb/sb
4408_22932,0,1,P1,4408,22932,5cb/sb
22782_23031,0,1,P1,22782,23031,5cb/sb
22793_23040,0,2,P1,22793,23040,5cb/sb
23137_24854,0,1,P1,23137,24854,5cb/sb
23154_23235,1,3,P1,23154,23235,5cb/sb
23162_23227,5,8,P1,23162,23227,5cb/sb
23156_23233,7,1,P1,23156,23233,5cb/sb
23239_29896,1,1,P1,23239,29896,5cb/sb
23154_23249,0,1,P1,23154,23249,5cb/sb
19272_23295,1,1,P1,19272,23295,5cb/sb
15038_23339,1,1,P1,15038,23339,5cb/sb
23412_23490,0,1,P1,23412,23490,5cb/sb
23414_23488,0,1,P1,23414,23488,5cb/sb
11665_23417,0,1,P1,11665,23417,5cb/sb
23420_23482,0,1,P1,23420,23482,5cb/sb
23497_23509,0,1,P1,23497,23509,5cb/sb
23517_23572,1,1,P1,23517,23572,5cb/sb
12044_23526,0,1,P1,12044,23526,5cb/sb
23394_23557,1,1,P1,23394,23557,5cb/sb
579_23612,2,2,P1,579,23612,5cb/sb
23655_23695,0,2,P1,23655,23695,5cb/sb
15669_23698,0,1,P1,15669,23698,5cb/sb
23650_23700,2,0,P1,23650,23700,5cb/sb
23726_23942,1,0,P1,23726,23942,5cb/sb
3674_23728,0,1,P1,3674,23728,5cb/sb
23748_23782,0,1,P1,23748,23782,5cb/sb
23752_23778,0,2,P1,23752,23778,5cb/sb
23750_23780,3,0,P1,23750,23780,5cb/sb
23790_23846,2,0,P1,23790,23846,5cb/sb
23794_23842,0,1,P1,23794,23842,5cb/sb
23785_23851,1,2,P1,23785,23851,5cb/sb
23597_23861,0,1,P1,23597,23861,5cb/sb
6332_23864,0,1,P1,6332,23864,5cb/sb
23893_24067,0,1,P1,23893,24067,5cb/sb
23900_24060,1,0,P1,23900,24060,5cb/sb
23730_23938,0,1,P1,23730,23938,5cb/sb
24027_24049,0,1,P1,24027,24049,5cb/sb
24056_24072,1,2,P1,24056,24072,5cb/sb
23988_24095,3,6,P1,23988,24095,5cb/sb
64_24116,0,1,P1,64,24116,5cb/sb
24161_24183,0,1,P1,24161,24183,5cb/sb
242_24180,0,1,P1,242,24180,5cb/sb
24185_24219,0,1,P1,24185,24219,5cb/sb
24155_24189,1,0,P1,24155,24189,5cb/sb
24180_24224,1,1,P1,24180,24224,5cb/sb
2428_27053,0,1,P1,2428,27053,5cb/sb
24297_24471,0,2,P1,24297,24471,5cb/sb
24303_24465,2,0,P1,24303,24465,5cb/sb
24308_24574,1,0,P1,24308,24574,5cb/sb
24370_24404,0,1,P1,24370,24404,5cb/sb
24374_24400,0,1,P1,24374,24400,5cb/sb
24434_24577,0,1,P1,24434,24577,5cb/sb
24446_24466,2,0,P1,24446,24466,5cb/sb
24451_24473,0,3,P1,24451,24473,5cb/sb
24459_24553,3,0,P1,24459,24553,5cb/sb
24467_24542,0,1,P1,24467,24542,5cb/sb
24300_24468,0,2,P1,24300,24468,5cb/sb
24441_24471,0,2,P1,24441,24471,5cb/sb
2447_2506,0,1,P1,2447,2506,5cb/sb
24444_24480,1,0,P1,24444,24480,5cb/sb
24460_24549,1,0,P1,24460,24549,5cb/sb
24474_24551,1,0,P1,24474,24551,5cb/sb
24453_24559,3,6,P1,24453,24559,5cb/sb
24453_24561,0,2,P1,24453,24561,5cb/sb
24447_24567,2,0,P1,24447,24567,5cb/sb
24311_24571,0,1,P1,24311,24571,5cb/sb
24305_24577,0,1,P1,24305,24577,5cb/sb
10991_24635,0,1,P1,10991,24635,5cb/sb
24639_24688,0,1,P1,24639,24688,5cb/sb
24654_24713,0,2,P1,24654,24713,5cb/sb
24660_24707,2,2,P1,24660,24707,5cb/sb
24633_24694,1,0,P1,24633,24694,5cb/sb
24664_24703,0,2,P1,24664,24703,5cb/sb
24711_24731,0,1,P1,24711,24731,5cb/sb
24651_24716,2,0,P1,24651,24716,5cb/sb
1777_2477,1,0,P1,1777,2477,5cb/sb
24858_24894,1,1,P1,24858,24894,5cb/sb
24922_25086,1,0,P1,24922,25086,5cb/sb
6321_24928,0,1,P1,6321,24928,5cb/sb
6210_24956,0,1,P1,6210,24956,5cb/sb
591_2496,0,1,P1,591,2496,5cb/sb
24999_25015,1,0,P1,24999,25015,5cb/sb
14676_25003,0,1,P1,14676,25003,5cb/sb
25004_26384,0,1,P1,25004,26384,5cb/sb
25019_25295,0,1,P1,25019,25295,5cb/sb
586_2501,1,0,P1,586,2501,5cb/sb
25030_25284,2,1,P1,25030,25284,5cb/sb
25014_25033,2,0,P1,25014,25033,5cb/sb
25035_25116,0,1,P1,25035,25116,5cb/sb
7213_25035,0,2,P1,7213,25035,5cb/sb
25002_25038,1,0,P1,25002,25038,5cb/sb
2450_2503,1,0,P1,2450,2503,5cb/sb
25044_25123,3,2,P1,25044,25123,5cb/sb
25046_25121,0,2,P1,25046,25121,5cb/sb
25050_25117,1,1,P1,25050,25117,5cb/sb
25062_25263,1,0,P1,25062,25263,5cb/sb
25073_25089,0,2,P1,25073,25089,5cb/sb
24924_25084,0,1,P1,24924,25084,5cb/sb
24843_25086,0,1,P1,24843,25086,5cb/sb
25102_25316,1,2,P1,25102,25316,5cb/sb
25032_25119,1,0,P1,25032,25119,5cb/sb
25207_25231,0,1,P1,25207,25231,5cb/sb
25214_25224,1,0,P1,25214,25224,5cb/sb
25205_25233,1,1,P1,25205,25233,5cb/sb
25057_25268,0,1,P1,25057,25268,5cb/sb
25098_25320,1,0,P1,25098,25320,5cb/sb
25395_30527,1,1,P1,25395,30527,5cb/sb
25429_25458,0,1,P1,25429,25458,5cb/sb
25496_25563,0,1,P1,25496,25563,5cb/sb
25505_25523,0,1,P1,25505,25523,5cb/sb
22623_25523,0,1,P1,22623,25523,5cb/sb
25498_25530,1,0,P1,25498,25530,5cb/sb
25489_25570,1,0,P1,25489,25570,5cb/sb
10123_25648,0,2,P1,10123,25648,5cb/sb
25668_25786,0,1,P1,25668,25786,5cb/sb
25694_25789,0,1,P1,25694,25789,5cb/sb
25676_25767,2,2,P1,25676,25767,5cb/sb
25773_25915,1,0,P1,25773,25915,5cb/sb
25667_25787,1,0,P1,25667,25787,5cb/sb
25692_25791,1,1,P1,25692,25791,5cb/sb
25889_25898,2,3,P1,25889,25898,5cb/sb
258_440,0,1,P1,258,440,5cb/sb
25882_25905,1,0,P1,25882,25905,5cb/sb
25763_25925,0,1,P1,25763,25925,5cb/sb
25942_25953,0,1,P1,25942,25953,5cb/sb
21461_25972,1,0,P1,21461,25972,5cb/sb
26013_26043,0,4,P1,26013,26043,5cb/sb
26010_26046,2,0,P1,26010,26046,5cb/sb
26112_26139,0,1,P1,26112,26139,5cb/sb
9443_26130,0,1,P1,9443,26130,5cb/sb
26153_26173,0,1,P1,26153,26173,5cb/sb
26188_26292,0,2,P1,26188,26292,5cb/sb
26194_26286,2,0,P1,26194,26286,5cb/sb
16343_26246,0,1,P1,16343,26246,5cb/sb
26262_26272,0,1,P1,26262,26272,5cb/sb
26259_26275,1,0,P1,26259,26275,5cb/sb
26285_26315,1,2,P1,26285,26315,5cb/sb
26183_26297,0,2,P1,26183,26297,5cb/sb
26298_26443,1,2,P1,26298,26443,5cb/sb
26302_26439,2,1,P1,26302,26439,5cb/sb
9434_26311,0,1,P1,9434,26311,5cb/sb
26342_28184,0,1,P1,26342,28184,5cb/sb
26366_26454,0,1,P1,26366,26454,5cb/sb
26267_26378,0,1,P1,26267,26378,5cb/sb
26378_26404,0,1,P1,26378,26404,5cb/sb
26390_26599,1,0,P1,26390,26599,5cb/sb
26398_26419,1,1,P1,26398,26419,5cb/sb
26406_26411,1,0,P1,26406,26411,5cb/sb
7337_26440,0,1,P1,7337,26440,5cb/sb
26452_26500,1,2,P1,26452,26500,5cb/sb
23210_26456,0,1,P1,23210,26456,5cb/sb
26362_26458,2,1,P1,26362,26458,5cb/sb
26467_29662,0,1,P1,26467,29662,5cb/sb
26446_26506,1,0,P1,26446,26506,5cb/sb
26507_26570,0,1,P1,26507,26570,5cb/sb
26511_26520,1,1,P1,26511,26520,5cb/sb
26525_30626,0,1,P1,26525,30626,5cb/sb
13917_26558,0,1,P1,13917,26558,5cb/sb
26398_26590,0,1,P1,26398,26590,5cb/sb
26434_26594,0,1,P1,26434,26594,5cb/sb
26595_26661,2,1,P1,26595,26661,5cb/sb
26375_26599,0,2,P1,26375,26599,5cb/sb
832_26610,0,1,P1,832,26610,5cb/sb
26616_29066,1,0,P1,26616,29066,5cb/sb
21463_26622,0,1,P1,21463,26622,5cb/sb
26622_29779,2,2,P1,26622,29779,5cb/sb
1046_26642,1,1,P1,1046,26642,5cb/sb
26603_26653,0,2,P1,26603,26653,5cb/sb
19806_26703,0,1,P1,19806,26703,5cb/sb
26715_26738,4,2,P1,26715,26738,5cb/sb
26720_26733,1,2,P1,26720,26733,5cb/sb
26758_26815,0,1,P1,26758,26815,5cb/sb
20451_26816,0,1,P1,20451,26816,5cb/sb
26755_26818,1,0,P1,26755,26818,5cb/sb
26865_26913,0,2,P1,26865,26913,5cb/sb
26866_26908,0,1,P1,26866,26908,5cb/sb
26874_26904,1,3,P1,26874,26904,5cb/sb
26848_26900,0,1,P1,26848,26900,5cb/sb
26866_26912,3,0,P1,26866,26912,5cb/sb
26863_26915,2,0,P1,26863,26915,5cb/sb
26933_27206,0,3,P1,26933,27206,5cb/sb
26940_27199,6,0,P1,26940,27199,5cb/sb
18901_26954,0,2,P1,18901,26954,5cb/sb
26970_26980,0,1,P1,26970,26980,5cb/sb
27030_27109,0,2,P1,27030,27109,5cb/sb
27104_27261,1,1,P1,27104,27261,5cb/sb
27029_27110,0,1,P1,27029,27110,5cb/sb
27025_27114,5,2,P1,27025,27114,5cb/sb
3145_27137,0,1,P1,3145,27137,5cb/sb
27117_27141,2,2,P1,27117,27141,5cb/sb
27115_27208,4,4,P1,27115,27208,5cb/sb
26930_27209,0,3,P1,26930,27209,5cb/sb
10089_27227,0,1,P1,10089,27227,5cb/sb
27244_27265,0,1,P1,27244,27265,5cb/sb
27246_27263,0,1,P1,27246,27263,5cb/sb
12137_27265,1,1,P1,12137,27265,5cb/sb
27123_27277,0,2,P1,27123,27277,5cb/sb
27280_27525,1,0,P1,27280,27525,5cb/sb
27284_27521,0,1,P1,27284,27521,5cb/sb
27301_27334,0,2,P1,27301,27334,5cb/sb
27311_27325,0,2,P1,27311,27325,5cb/sb
22620_27312,0,1,P1,22620,27312,5cb/sb
17868_27359,0,1,P1,17868,27359,5cb/sb
27359_29802,1,1,P1,27359,29802,5cb/sb
27368_27375,1,0,P1,27368,27375,5cb/sb
27370_27373,0,1,P1,27370,27373,5cb/sb
27395_27445,1,1,P1,27395,27445,5cb/sb
21522_27408,0,1,P1,21522,27408,5cb/sb
27411_28237,0,2,P1,27411,28237,5cb/sb
27412_27433,2,2,P1,27412,27433,5cb/sb
27416_27429,0,1,P1,27416,27429,5cb/sb
27417_27675,1,1,P1,27417,27675,5cb/sb
27422_27670,1,1,P1,27422,27670,5cb/sb
27448_27828,2,0,P1,27448,27828,5cb/sb
27451_27645,0,1,P1,27451,27645,5cb/sb
27453_27643,4,1,P1,27453,27643,5cb/sb
27457_27662,1,0,P1,27457,27662,5cb/sb
27463_27622,0,1,P1,27463,27622,5cb/sb
27469_27616,0,1,P1,27469,27616,5cb/sb
476_27480,0,1,P1,476,27480,5cb/sb
27268_27483,0,1,P1,27268,27483,5cb/sb
27459_27483,0,1,P1,27459,27483,5cb/sb
27491_27590,0,1,P1,27491,27590,5cb/sb
21310_27494,4,4,P1,21310,27494,5cb/sb
27502_29563,1,1,P1,27502,29563,5cb/sb
20832_27527,1,1,P1,20832,27527,5cb/sb
27277_27528,0,1,P1,27277,27528,5cb/sb
27548_27623,1,0,P1,27548,27623,5cb/sb
6565_27552,0,1,P1,6565,27552,5cb/sb
24122_27555,0,1,P1,24122,27555,5cb/sb
2478_27558,0,1,P1,2478,27558,5cb/sb
27500_27580,0,1,P1,27500,27580,5cb/sb
27489_27592,1,0,P1,27489,27592,5cb/sb
12673_27614,0,1,P1,12673,27614,5cb/sb
26146_27614,0,1,P1,26146,27614,5cb/sb
22338_27615,0,1,P1,22338,27615,5cb/sb
27553_27618,0,1,P1,27553,27618,5cb/sb
27620_27652,0,3,P1,27620,27652,5cb/sb
27456_27640,0,1,P1,27456,27640,5cb/sb
27452_27644,0,1,P1,27452,27644,5cb/sb
27627_27646,0,1,P1,27627,27646,5cb/sb
27449_27647,1,3,P1,27449,27647,5cb/sb
27649_27811,2,2,P1,27649,27811,5cb/sb
11943_27656,0,2,P1,11943,27656,5cb/sb
27616_27656,3,0,P1,27616,27656,5cb/sb
27460_27659,0,1,P1,27460,27659,5cb/sb
27670_27790,1,2,P1,27670,27790,5cb/sb
27690_27712,0,1,P1,27690,27712,5cb/sb
27691_27711,0,1,P1,27691,27711,5cb/sb
20524_27713,0,1,P1,20524,27713,5cb/sb
24633_27750,1,1,P1,24633,27750,5cb/sb
27755_27783,0,2,P1,27755,27783,5cb/sb
27757_27781,0,1,P1,27757,27781,5cb/sb
27774_27803,0,2,P1,27774,27803,5cb/sb
27752_27786,1,0,P1,27752,27786,5cb/sb
14825_27791,0,2,P1,14825,27791,5cb/sb
27667_27793,0,1,P1,27667,27793,5cb/sb
27663_27797,0,1,P1,27663,27797,5cb/sb
27659_27801,2,1,P1,27659,27801,5cb/sb
27811_29456,0,1,P1,27811,29456,5cb/sb
15697_27828,0,2,P1,15697,27828,5cb/sb
27442_27834,0,2,P1,27442,27834,5cb/sb
27832_27852,0,2,P1,27832,27852,5cb/sb
27829_27855,0,1,P1,27829,27855,5cb/sb
27804_27905,0,1,P1,27804,27905,5cb/sb
7152_27910,0,1,P1,7152,27910,5cb/sb
27795_27914,1,0,P1,27795,27914,5cb/sb
27915_28134,0,1,P1,27915,28134,5cb/sb
27927_27930,0,2,P1,27927,27930,5cb/sb
27922_27935,1,0,P1,27922,27935,5cb/sb
27917_27940,1,0,P1,27917,27940,5cb/sb
9654_27953,0,1,P1,9654,27953,5cb/sb
27957_28016,2,1,P1,27957,28016,5cb/sb
16701_27982,0,1,P1,16701,27982,5cb/sb
27962_28011,0,1,P1,27962,28011,5cb/sb
28005_28016,0,2,P1,28005,28016,5cb/sb
27815_28018,1,1,P1,27815,28018,5cb/sb
27954_28019,2,0,P1,27954,28019,5cb/sb
28028_28143,1,0,P1,28028,28143,5cb/sb
14679_28039,0,5,P1,14679,28039,5cb/sb
28045_28112,0,1,P1,28045,28112,5cb/sb
6757_28049,0,1,P1,6757,28049,5cb/sb
28059_28077,1,4,P1,28059,28077,5cb/sb
28065_28070,0,1,P1,28065,28070,5cb/sb
28052_28072,1,0,P1,28052,28072,5cb/sb
28052_28084,3,0,P1,28052,28084,5cb/sb
28104_28150,0,1,P1,28104,28150,5cb/sb
28037_28120,1,0,P1,28037,28120,5cb/sb
27640_28138,0,1,P1,27640,28138,5cb/sb
14429_28141,0,2,P1,14429,28141,5cb/sb
27907_28142,1,0,P1,27907,28142,5cb/sb
28023_28148,2,2,P1,28023,28148,5cb/sb
28102_28152,1,0,P1,28102,28152,5cb/sb
17363_28219,0,1,P1,17363,28219,5cb/sb
18697_28242,0,1,P1,18697,28242,5cb/sb
2824_20906,0,1,P1,2824,20906,5cb/sb
28276_30697,0,1,P1,28276,30697,5cb/sb
28278_28528,1,0,P1,28278,28528,5cb/sb
28314_28323,1,0,P1,28314,28323,5cb/sb
28386_28398,1,0,P1,28386,28398,5cb/sb
28391_28393,0,1,P1,28391,28393,5cb/sb
9771_28459,0,1,P1,9771,28459,5cb/sb
24362_28499,0,1,P1,24362,28499,5cb/sb
2849_2903,0,1,P1,2849,2903,5cb/sb
28514_28533,1,1,P1,28514,28533,5cb/sb
28519_28559,0,2,P1,28519,28559,5cb/sb
28526_28552,0,3,P1,28526,28552,5cb/sb
28274_28532,0,1,P1,28274,28532,5cb/sb
28522_28556,3,0,P1,28522,28556,5cb/sb
28576_28610,0,1,P1,28576,28610,5cb/sb
28569_28617,1,0,P1,28569,28617,5cb/sb
28628_28639,0,1,P1,28628,28639,5cb/sb
28654_28692,0,1,P1,28654,28692,5cb/sb
28659_28901,0,1,P1,28659,28901,5cb/sb
28662_28684,0,3,P1,28662,28684,5cb/sb
28662_28898,2,2,P1,28662,28898,5cb/sb
28668_28892,0,3,P1,28668,28892,5cb/sb
28674_28886,0,1,P1,28674,28886,5cb/sb
28675_28885,3,1,P1,28675,28885,5cb/sb
28679_28871,0,4,P1,28679,28871,5cb/sb
28657_28689,1,0,P1,28657,28689,5cb/sb
28696_28853,3,0,P1,28696,28853,5cb/sb
2869_2885,0,1,P1,2869,2885,5cb/sb
28700_28807,1,1,P1,28700,28807,5cb/sb
28704_28861,0,2,P1,28704,28861,5cb/sb
28710_28855,4,1,P1,28710,28855,5cb/sb
28721_28783,5,2,P1,28721,28783,5cb/sb
28724_28780,0,1,P1,28724,28780,5cb/sb
28725_28779,0,3,P1,28725,28779,5cb/sb
28733_28771,1,0,P1,28733,28771,5cb/sb
28803_28844,0,1,P1,28803,28844,5cb/sb
28702_28805,0,1,P1,28702,28805,5cb/sb
28810_28871,1,2,P1,28810,28871,5cb/sb
28812_28835,0,1,P1,28812,28835,5cb/sb
23014_28829,0,1,P1,23014,28829,5cb/sb
28807_28840,2,0,P1,28807,28840,5cb/sb
28690_28859,0,3,P1,28690,28859,5cb/sb
28703_28862,0,3,P1,28703,28862,5cb/sb
28804_28877,1,0,P1,28804,28877,5cb/sb
28681_28878,0,1,P1,28681,28878,5cb/sb
6251_28887,0,1,P1,6251,28887,5cb/sb
16406_28889,0,3,P1,16406,28889,5cb/sb
2866_2888,1,0,P1,2866,2888,5cb/sb
28890_28971,1,0,P1,28890,28971,5cb/sb
28890_28998,0,1,P1,28890,28998,5cb/sb
28893_28938,1,0,P1,28893,28938,5cb/sb
28665_28895,0,2,P1,28665,28895,5cb/sb
6584_28901,0,1,P1,6584,28901,5cb/sb
26053_28902,0,1,P1,26053,28902,5cb/sb
28902_28988,0,1,P1,28902,28988,5cb/sb
28897_28934,0,1,P1,28897,28934,5cb/sb
28894_28967,0,1,P1,28894,28967,5cb/sb
28922_28968,1,0,P1,28922,28968,5cb/sb
20083_28983,1,1,P1,20083,28983,5cb/sb
28899_28991,1,1,P1,28899,28991,5cb/sb
28893_28995,0,1,P1,28893,28995,5cb/sb
28999_29256,1,1,P1,28999,29256,5cb/sb
28989_29002,0,1,P1,28989,29002,5cb/sb
28980_29011,0,1,P1,28980,29011,5cb/sb
29014_29081,0,1,P1,29014,29081,5cb/sb
28874_29015,0,1,P1,28874,29015,5cb/sb
18640_29021,0,1,P1,18640,29021,5cb/sb
